train,pretrain,6111703243931095806,00026,0,pretrain,6247060426754732637,00024,4.303787327,3.456
train,pretrain,6247060426754732637,00024,4.303787327,pretrain,6111703243931095806,00026,0,3.456
train,pretrain,5586876708719292225,00016,0,pretrain,5536760882825901738,00038,0.8976636599379368,4.608
train,pretrain,5536760882825901738,00038,0.8976636599379368,pretrain,5586876708719292225,00016,0,4.608
train,pretrain,5552760065500247250,00074,0,main,6050037391985269130,00011,-1.248255775,4.096
train,main,6050037391985269130,00011,-1.248255775,pretrain,5552760065500247250,00074,0,4.096
train,main,6238985458741516828,00016,0,pretrain,6130214982473543382,00041,9.273255210020587,2.368
train,pretrain,6130214982473543382,00041,9.273255210020587,main,6238985458741516828,00016,0,2.368
train,main,5582650460900024623,00013,0,pretrain,6284976827540550170,00019,5.834500761653292,2.368
train,pretrain,6284976827540550170,00019,5.834500761653292,main,5582650460900024623,00013,0,2.368
train,main,6211882067620114198,00039,0,pretrain,5573127229914595077,00010,2.9634374410239435,2.24
train,pretrain,5573127229914595077,00010,2.9634374410239435,main,6211882067620114198,00039,0,2.24
train,pretrain,6206329963396570837,00053,0,pretrain,5539535002202392187,00010,9.143103179060926,3.264
train,pretrain,5539535002202392187,00010,9.143103179060926,pretrain,6206329963396570837,00053,0,3.264
train,pretrain,5923581099385860542,00085,0,main,5986670732990264511,00017,7.401745167168727,3.008
train,main,5986670732990264511,00017,7.401745167168727,pretrain,5923581099385860542,00085,0,3.008
train,pretrain,6121981530167163556,00045,0,pretrain,5985933716602330653,00005,-0.770412755,5.696
train,pretrain,5985933716602330653,00005,-0.770412755,pretrain,6121981530167163556,00045,0,5.696
train,pretrain,6085719550784412225,00047,0,main,6239244445269465643,00017,-7.634511483,3.392
train,main,6239244445269465643,00017,-7.634511483,pretrain,6085719550784412225,00047,0,3.392
train,main,5944208538818445234,00004,0,pretrain,6247802597103481495,00005,0.747464589,2.24
train,pretrain,6247802597103481495,00005,0.747464589,main,5944208538818445234,00004,0,2.24
train,pretrain,6108363477361725322,00063,0,pretrain,6098359639535901792,00042,-1.7067612,4.416
train,pretrain,6098359639535901792,00042,-1.7067612,pretrain,6108363477361725322,00063,0,4.416
train,pretrain,6230424729927149803,00060,0,pretrain,5579903399817499316,00011,-0.876993356,4.736
train,pretrain,5579903399817499316,00011,-0.876993356,pretrain,6230424729927149803,00060,0,4.736
train,pretrain,6029145812064046477,00055,0,pretrain,5946222448983474134,00100,2.352709941517542,3.904
train,pretrain,5946222448983474134,00100,2.352709941517542,pretrain,6029145812064046477,00055,0,3.904
train,pretrain,6255201107767577343,00020,0,pretrain,5962874896183571942,00040,2.3386799374951384,7.36
train,pretrain,5962874896183571942,00040,2.3386799374951384,pretrain,6255201107767577343,00020,0,7.36
train,pretrain,6128470366757969403,00024,0,pretrain,6114710580031693461,00021,2.261269157682648,4.608
train,pretrain,6114710580031693461,00021,2.261269157682648,pretrain,6128470366757969403,00024,0,4.608
train,pretrain,5947289318859772112,00001,0,pretrain,5987702813631556804,00026,-8.795490567,6.016
train,pretrain,5987702813631556804,00026,-8.795490567,pretrain,5947289318859772112,00001,0,6.016
train,main,5555840845541668299,00009,0,pretrain,5949055838908710184,00001,3.412757392363188,2.368
train,pretrain,5949055838908710184,00001,3.412757392363188,main,5555840845541668299,00009,0,2.368
train,main,6230303611849378443,00058,0,pretrain,5994076974595560847,00093,-2.725784581,3.712
train,pretrain,5994076974595560847,00093,-2.725784581,main,6230303611849378443,00058,0,3.712
train,pretrain,5543208487730661326,00019,0,pretrain,6129815550514990820,00002,-1.227969731,6.144
train,pretrain,6129815550514990820,00002,-1.227969731,pretrain,5543208487730661326,00019,0,6.144
train,pretrain,5903672637478720406,00093,0,main,5954958412463581171,00047,-5.822464878,2.176
