train,pretrain,6111703243931095806,00026,0,pretrain,6247060426754732637,00024,4.30378732744839,pretrain,5586876708719292225,00016,7.158912352455136,3.456
train,pretrain,6247060426754732637,00024,4.30378732744839,pretrain,6111703243931095806,00026,0,pretrain,5586876708719292225,00016,7.158912352455136,3.456
train,pretrain,5586876708719292225,00016,7.158912352455136,pretrain,6111703243931095806,00026,0,pretrain,6247060426754732637,00024,4.30378732744839,3.456
train,pretrain,5552760065500247250,00074,0,main,6050037391985269130,00011,-1.2482557747461502,main,6238985458741516828,00016,-8.865740453651137,2.368
train,main,6050037391985269130,00011,-1.2482557747461502,pretrain,5552760065500247250,00074,0,main,6238985458741516828,00016,-8.865740453651137,2.368
train,main,6238985458741516828,00016,-8.865740453651137,pretrain,5552760065500247250,00074,0,main,6050037391985269130,00011,-1.2482557747461502,2.368
train,main,5656327618385802607,00004,0,main,5582650460900024623,00013,-0.4466976535730023,pretrain,6101278069813467810,00015,0.5778983950580887,2.368
train,main,5582650460900024623,00013,-0.4466976535730023,main,5656327618385802607,00004,0,pretrain,6101278069813467810,00015,0.5778983950580887,2.368
train,pretrain,6101278069813467810,00015,0.5778983950580887,main,5656327618385802607,00004,0,main,5582650460900024623,00013,-0.4466976535730023,2.368
train,main,6211882067620114198,00039,0,pretrain,5573127229914595077,00010,2.9634374410239435,pretrain,6206329963396570837,00053,6.65239691095876,2.24
train,pretrain,5573127229914595077,00010,2.9634374410239435,main,6211882067620114198,00039,0,pretrain,6206329963396570837,00053,6.65239691095876,2.24
train,pretrain,6206329963396570837,00053,6.65239691095876,main,6211882067620114198,00039,0,pretrain,5573127229914595077,00010,2.9634374410239435,2.24
train,main,5905899148524968757,00080,0,pretrain,5923581099385860542,00085,7.400242964936382,pretrain,5915399186687065812,00010,-0.52783909452579,2.112
train,pretrain,5923581099385860542,00085,7.400242964936382,main,5905899148524968757,00080,0,pretrain,5915399186687065812,00010,-0.52783909452579,2.112
train,pretrain,5915399186687065812,00010,-0.52783909452579,main,5905899148524968757,00080,0,pretrain,5923581099385860542,00085,7.400242964936382,2.112
train,pretrain,5985933716602330653,00005,0,pretrain,5557758118942575177,00021,5.610583525729108,main,6147690774904232413,00007,4.412653094518335,2.368
train,pretrain,5557758118942575177,00021,5.610583525729108,pretrain,5985933716602330653,00005,0,main,6147690774904232413,00007,4.412653094518335,2.368
